Ank_ACCX,Ank_ACCY,Ank_ACCZ,Ank_VELX,Ank_VELY,Ank_VELZ,Ank_LUMX,RightPocketACCX,RightPocketACCY,RightPocketACCZ,RightPocketVELX,RightPocketVELY,RightPocketVELZ,RightPocketLUMX,BeltACCX,BeltACCY,BeltACCZ,BeltAngularVELX,BeltAngularVELY,BeltAngularVELZ,BeltLUMX,NeckACCX,NeckACCY,NeckACCZ,NeckVELX,NeckVELY,NeckVELZ,NeckLUMX,WristACCX,WristACCY,WristACCZ,WristVELX,WristVELY,WristVELZ,WristLUMX,BrainSensor,Activity,LABEL
0.03,-0.343,-0.935,0.122,0.854,0.061,2.323,0.088,0.108,-0.927,-0.427,-0.793,-0.244,0,0.917,-0.197,0.27,1.951,-1.159,-0.366,376.736,-0.223,0.7,0.646,0.549,-1.951,-2.317,2392.004,-0.318,0.904,0.356,6.951,0.488,-1.402,2805.557,295,4,1
0.03,-0.343,-0.935,-0.61,0.732,0,2.323,0.088,0.108,-0.927,-0.488,-1.037,-0.244,0,0.917,-0.197,0.27,4.329,-1.768,0.549,376.736,-0.223,0.7,0.646,-0.671,0.366,-1.22,2392.004,-0.318,0.904,0.356,3.171,-0.305,-1.037,2805.557,25,4,1
0.03,-0.346,-0.936,-0.427,0.244,-0.061,2.323,0.087,0.106,-0.932,-0.549,-0.854,-0.305,0,0.919,-0.189,0.264,1.768,-0.976,-0.061,376.736,-0.229,0.694,0.653,0.915,-1.829,-0.732,2392.004,-0.319,0.897,0.354,-2.805,-0.976,0.427,2805.557,-165,4,1
0.03,-0.346,-0.936,0.122,0.671,0.061,2.323,0.089,0.105,-0.931,-0.427,-0.976,-0.244,0,0.919,-0.189,0.264,0.305,-0.427,0.122,376.736,-0.229,0.694,0.653,-0.427,-0.732,-1.22,2392.004,-0.319,0.897,0.354,-2.195,-0.244,0.244,2805.557,-98,4,1
0.027,-0.342,-0.932,0,0.732,0.061,2.323,0.089,0.105,-0.931,-0.366,-0.915,-0.305,0,0.92,-0.191,0.263,0.183,0.122,0.671,376.736,-0.238,0.689,0.653,-0.793,-4.146,0.122,2392.004,-0.314,0.891,0.365,-1.28,0.488,0,2805.557,-727,4,1
0.027,-0.345,-0.937,-0.183,0.305,0.122,2.323,0.086,0.107,-0.929,-0.488,-1.098,-0.244,0,0.915,-0.192,0.269,-0.366,1.037,1.098,376.736,-0.231,0.692,0.651,-1.89,-2.012,-0.427,2392.004,-0.324,0.881,0.364,1.159,-0.366,-2.561,2805.557,178,4,1
0.027,-0.345,-0.937,-0.732,0.488,-0.183,2.323,0.086,0.107,-0.929,-0.549,-1.159,-0.244,0,0.915,-0.192,0.269,-1.341,0.915,1.098,376.736,-0.231,0.692,0.651,-1.22,-0.915,-0.305,2392.004,-0.324,0.881,0.364,1.89,-1.037,-2.5,2805.557,138,4,1
0.027,-0.343,-0.938,-0.244,0.793,-0.122,2.323,0.087,0.106,-0.931,-0.671,-0.976,-0.305,0,0.914,-0.192,0.272,-2.256,1.037,1.463,376.736,-0.226,0.691,0.652,-1.159,-2.256,-0.732,2392.004,-0.326,0.907,0.364,-0.793,-1.646,-0.122,2805.557,215,4,1
0.027,-0.343,-0.938,0.183,0.854,0.122,2.323,0.085,0.107,-0.931,-0.427,-0.732,-0.183,0,0.914,-0.192,0.272,-3.415,1.28,1.707,376.736,-0.226,0.691,0.652,-0.061,-1.463,-0.244,2392.004,-0.326,0.907,0.364,-6.829,-1.89,1.951,2805.557,203,4,1
0.028,-0.347,-0.933,0.244,0.732,0.061,2.323,0.085,0.107,-0.931,-0.305,-0.61,-0.122,0,0.918,-0.199,0.271,-4.756,1.037,1.463,376.736,-0.226,0.694,0.655,-3.049,1.037,0,2392.004,-0.309,0.898,0.388,-11.22,-2.256,4.146,2805.557,150,4,1
0.03,-0.346,-0.929,0.366,0.793,0,2.323,0.087,0.105,-0.931,-0.061,-0.488,-0.061,0,0.918,-0.199,0.271,-4.207,0.854,1.037,376.736,-0.225,0.675,0.66,-1.22,-2.378,-1.341,2392.004,-0.307,0.886,0.395,-4.085,-2.012,2.622,2805.557,140,4,1
0.03,-0.346,-0.929,-0.732,0.671,0.183,2.323,0.087,0.105,-0.931,-0.061,-0.549,-0.122,0,0.924,-0.207,0.264,-3.354,1.159,0.61,376.736,-0.225,0.675,0.66,-5.671,2.439,-2.683,2392.004,-0.307,0.886,0.395,2.012,-1.89,0.793,2805.557,172,4,1
0.029,-0.347,-0.934,-1.646,0.305,-0.122,2.323,0.089,0.107,-0.932,-0.671,-0.915,-0.305,0,0.92,-0.201,0.266,-2.012,1.646,1.402,376.736,-0.227,0.688,0.669,-2.195,-0.61,2.134,2392.004,-0.301,0.899,0.391,-2.195,-1.402,1.22,2805.557,107,4,1
0.029,-0.347,-0.934,-0.671,0.427,0,2.323,0.088,0.104,-0.931,-0.793,-1.037,-0.366,0,0.92,-0.201,0.266,-4.085,1.646,1.22,376.736,-0.227,0.688,0.669,-0.549,-2.439,-0.915,2392.004,-0.301,0.899,0.391,-6.402,-0.793,3.293,2805.557,81,4,1
0.027,-0.347,-0.933,0,0.793,0.305,2.323,0.087,0.104,-0.93,-0.488,-1.098,-0.244,0,0.912,-0.208,0.274,-1.951,0.976,0.549,376.736,-0.224,0.68,0.675,-0.976,-2.073,-1.463,2392.004,-0.304,0.883,0.413,-2.134,-1.646,-0.915,2805.557,170,4,1
0.027,-0.347,-0.933,-0.244,0.488,0,2.323,0.087,0.106,-0.931,-0.488,-0.976,-0.183,0,0.912,-0.208,0.274,-1.159,0.854,0.793,376.736,-0.224,0.68,0.675,0.488,-0.305,-1.585,2392.004,-0.304,0.883,0.413,-1.951,-1.829,0.488,2805.557,-202,4,1
0.028,-0.346,-0.936,-0.61,0.427,-0.244,2.323,0.087,0.106,-0.931,-0.488,-0.854,-0.244,0,0.916,-0.207,0.275,-1.22,0.915,0.61,376.736,-0.231,0.676,0.657,7.5,-3.232,2.134,2392.004,-0.308,0.891,0.413,-3.293,-2.012,0.854,2805.557,-268,4,1
0.027,-0.346,-0.932,-0.244,0.854,0.183,2.323,0.088,0.106,-0.932,-0.488,-0.854,-0.244,0,0.916,-0.207,0.274,-1.707,0.671,1.341,376.736,-0.225,0.683,0.653,1.463,1.89,4.756,2392.004,-0.293,0.892,0.423,-5.61,-1.098,2.988,2805.557,-153,4,1
0.027,-0.346,-0.932,-0.244,0.61,-0.122,2.323,0.088,0.106,-0.932,-0.549,-0.732,-0.244,0,0.916,-0.207,0.274,-2.866,0.366,1.159,376.736,-0.225,0.683,0.653,-2.195,0.305,0.122,2392.004,-0.293,0.892,0.423,-6.951,-0.549,2.988,2805.557,-35,4,1
0.028,-0.346,-0.932,-0.244,0.427,-0.061,2.323,0.088,0.105,-0.93,-0.305,-0.732,-0.244,0,0.913,-0.215,0.271,-2.439,0.427,0.488,376.736,-0.222,0.686,0.678,-6.768,-1.646,-2.439,2392.004,-0.285,0.872,0.43,-4.878,-0.732,1.463,2805.557,-805,4,1
0.028,-0.346,-0.932,-0.366,0.549,0.183,2.323,0.088,0.105,-0.93,-0.183,-0.793,-0.183,0,0.913,-0.215,0.271,-1.402,0.183,0.122,376.736,-0.222,0.686,0.678,-0.244,-2.622,-2.195,2392.004,-0.285,0.872,0.43,-0.305,-1.159,-0.854,2805.557,-1795,4,1
0.03,-0.347,-0.934,-0.61,0.427,0,2.323,0.088,0.105,-0.93,-0.244,-0.854,-0.244,0,0.914,-0.211,0.274,-0.488,-0.244,-0.061,376.736,-0.199,0.688,0.682,3.72,-1.22,0.183,2392.004,-0.3,0.891,0.426,2.195,-1.402,-2.195,2805.557,-981,4,1
0.03,-0.347,-0.934,-0.366,0.183,-0.183,2.323,0.088,0.105,-0.93,-0.366,-0.732,-0.305,0,0.914,-0.211,0.274,-0.122,0,0.183,376.736,-0.228,0.667,0.654,11.463,2.683,3.537,2392.004,-0.3,0.891,0.426,-0.061,-1.28,-0.122,2805.557,-471,4,1
0.03,-0.347,-0.937,0.366,1.098,0.183,2.323,0.091,0.104,-0.931,0.122,-0.793,-0.244,0,0.916,-0.209,0.268,-3.72,0.793,0.061,376.736,-0.228,0.667,0.654,-1.524,0.976,-5.732,2392.004,-0.297,0.875,0.417,-2.256,-1.402,-0.061,2805.557,-28,4,1
0.022,-0.346,-0.929,-0.061,1.037,0.061,2.323,0.091,0.104,-0.931,-0.183,-0.854,-0.244,0,0.912,-0.211,0.272,-2.866,1.28,0.793,376.736,-0.242,0.685,0.648,-9.939,3.78,-5.549,2392.004,-0.296,0.891,0.433,-0.671,-1.463,-1.341,2805.557,-270,4,1
0.022,-0.346,-0.929,-0.671,0.244,-0.061,2.323,0.084,0.102,-0.928,-0.244,-0.854,-0.305,0,0.912,-0.211,0.272,-3.598,1.28,1.098,376.736,-0.228,0.678,0.676,-2.073,-1.951,-2.805,2392.004,-0.296,0.891,0.433,-4.329,-2.378,1.22,2805.557,876,4,1
0.027,-0.349,-0.939,-0.244,0.854,0.122,2.323,0.084,0.102,-0.928,-0.305,-0.732,-0.366,0,0.917,-0.211,0.275,-2.866,2.134,0.488,376.736,-0.228,0.678,0.676,-2.073,-0.671,-0.427,2392.004,-0.297,0.875,0.448,-9.878,-2.073,2.439,2805.557,1739,4,1
0.029,-0.348,-0.932,-0.488,1.159,0.122,2.323,0.087,0.101,-0.933,-0.61,-0.915,-0.244,0,0.917,-0.216,0.273,-2.927,1.098,1.098,376.736,-0.219,0.667,0.673,-0.915,-2.378,1.341,2392.004,-0.285,0.879,0.451,-2.012,-0.732,2.012,2805.557,1675,4,1
0.029,-0.348,-0.932,-0.854,0.793,0.122,2.323,0.091,0.103,-0.933,-0.549,-0.732,-0.183,0,0.917,-0.216,0.273,-4.329,1.28,1.341,376.736,-0.219,0.667,0.673,-0.671,-1.28,2.012,2392.004,-0.285,0.879,0.451,-2.439,0.488,0.488,2805.557,1245,4,1
0.024,-0.344,-0.928,-1.037,0.732,0.061,2.323,0.091,0.103,-0.933,-0.671,-0.793,-0.183,0,0.909,-0.212,0.28,-3.232,1.585,1.402,376.736,-0.229,0.675,0.686,-1.098,-3.841,2.866,2392.004,-0.274,0.876,0.464,-6.585,0.793,0.793,2805.557,758,4,1
0.024,-0.344,-0.928,-0.488,0.671,-0.122,2.323,0.087,0.103,-0.924,-0.793,-0.915,-0.183,0,0.909,-0.212,0.28,-4.085,2.866,-1.159,376.736,-0.215,0.678,0.678,1.585,-1.402,-0.305,2392.004,-0.274,0.876,0.464,-4.39,-1.037,0.854,2805.557,454,4,1
0.03,-0.345,-0.934,-0.427,0.061,0.305,2.323,0.088,0.107,-0.934,-0.305,-1.037,-0.305,0,0.91,-0.231,0.275,-3.72,2.256,-1.951,376.736,-0.215,0.678,0.678,-1.159,6.098,0.366,2392.004,-0.293,0.858,0.455,0.732,-2.5,-1.89,2805.557,196,4,1
0.03,-0.348,-0.941,-0.732,0.549,0.244,2.323,0.088,0.107,-0.934,-0.366,-1.037,-0.366,0,0.91,-0.222,0.284,-0.061,0.61,1.341,376.736,-0.223,0.664,0.656,-2.256,8.598,-3.841,2392.004,-0.286,0.874,0.468,-4.573,-3.659,1.098,2805.557,80,4,1
0.03,-0.348,-0.941,-0.488,0.976,-0.244,2.323,0.09,0.104,-0.935,-0.305,-0.854,-0.305,0,0.91,-0.222,0.284,-1.89,0.61,0.427,376.736,-0.223,0.664,0.656,-4.756,8.11,-3.598,2392.004,-0.286,0.874,0.468,-8.354,-4.39,4.329,2805.557,2,4,1
-1,0.224,-0.106,1.159,-0.854,-1.707,0,-0.981,-0.21,-0.099,-9.268,1.951,-2.561,0,-0.003,0.932,0.378,-0.793,-11.585,-12.561,462.602,-0.681,-0.033,-0.867,-11.829,-128.537,22.622,1240.3,-0.311,-0.539,0.047,290.793,-57.134,22.927,561.346,124,4,0
-1,0.224,-0.106,2.073,-0.427,-2.195,0,-1.004,-0.246,-0.117,8.293,3.293,5.061,0,-0.003,0.932,0.378,-11.646,-8.537,-12.5,462.602,-0.613,-0.012,-0.784,13.902,45.244,-23.415,1240.3,-0.311,-0.539,0.047,276.098,8.354,189.024,561.346,121,4,0
-1.007,0.226,-0.1,1.22,-0.427,-4.939,0,-0.97,-0.206,-0.107,4.939,0.122,-2.378,0,0.042,0.926,0.351,9.573,-1.098,-4.146,462.602,-0.613,-0.012,-0.784,15.183,82.256,-36.22,1240.3,-0.823,-0.52,0.086,312.683,143.354,300.732,561.346,80,4,0
-1.007,0.226,-0.1,2.134,0.793,-6.341,0,-0.97,-0.206,-0.107,2.561,3.963,4.329,0,0.042,0.926,0.351,1.951,-11.646,-5.366,462.602,-0.666,-0.106,-0.852,-2.561,-13.659,-0.549,1240.3,-1.659,-0.206,0.108,229.695,205.854,331.951,561.346,167,4,0
-0.993,0.222,-0.107,1.159,3.72,-9.756,0,-1.027,-0.202,-0.078,12.073,-0.366,6.768,0,0.018,0.933,0.391,-20.122,-5.732,-13.232,462.602,-0.646,-0.111,-0.832,22.683,49.817,-0.061,1240.3,-1.659,-0.206,0.108,68.72,196.768,319.268,561.346,147,4,0
-0.993,0.222,-0.107,-3.049,6.951,-11.89,0,-1.027,-0.202,-0.078,16.585,-3.293,7.073,0,0.018,0.933,0.391,7.256,-3.659,-8.293,462.602,-0.646,-0.111,-0.832,17.622,6.524,13.72,1240.3,-1.875,-0.307,0.208,-60.976,137.256,256.098,561.346,53,4,0
-1.012,0.197,-0.127,-7.561,7.195,-9.939,0,-0.97,-0.151,-0.093,4.207,-1.524,10.793,0,-0.021,0.878,0.37,-11.707,-7.744,-6.524,462.602,-0.685,-0.074,-0.779,13.171,4.695,10.793,1240.3,-1.298,-0.374,0.299,-51.768,40,77.195,561.346,74,4,0
-1.022,0.154,-0.105,-4.39,8.171,-8.963,0,-0.988,-0.192,-0.079,-3.841,1.524,11.585,0,-0.032,0.889,0.371,-6.463,-6.585,-7.927,462.602,-0.656,-0.092,-0.837,9.512,15.061,2.195,1240.3,-1.298,-0.374,0.299,-63.11,30.244,5.976,561.346,134,4,0
-1.022,0.154,-0.105,2.988,9.451,-7.195,0,-0.988,-0.192,-0.079,-4.207,0.061,11.463,0,-0.032,0.889,0.371,7.622,-11.037,-5.488,462.602,-0.656,-0.092,-0.837,-0.793,-7.805,3.963,1240.3,-0.994,-0.372,0.2,-107.134,12.317,-24.085,561.346,304,4,0
-1.008,0.17,-0.123,4.878,9.207,-3.232,0,-1.004,-0.192,-0.056,0.793,-0.976,10.244,0,-0.035,0.941,0.397,0.488,-6.402,-3.232,462.602,-0.614,-0.13,-0.873,0.305,12.561,-1.341,1240.3,-0.994,-0.372,0.2,-147.134,-11.402,-17.195,561.346,166,4,0
-0.992,0.188,-0.138,-7.805,19.756,-6.707,0,-1.003,-0.126,-0.027,-0.061,0.915,9.573,0,-0.012,0.907,0.36,1.951,1.402,4.39,462.602,-0.603,-0.184,-0.81,-7.073,-3.659,3.963,1240.3,-0.848,-0.609,-0.16,-98.902,-15.183,23.049,561.346,141,4,0
-1.003,0.158,-0.164,-11.098,23.171,-8.293,0,-0.992,-0.108,-0.04,-4.939,-0.854,10.793,0,-0.038,0.925,0.365,-5.671,6.768,7.256,462.602,-0.62,-0.195,-0.815,5.976,38.293,-6.402,1240.3,-0.848,-0.609,-0.16,38.841,1.037,16.646,561.346,114,4,0
-0.992,0.15,-0.203,-15.549,18.537,-0.122,0,-0.982,-0.149,-0.053,-17.073,-0.976,17.561,0,-0.063,0.89,0.353,-2.134,5.061,14.207,462.602,-0.619,-0.197,-0.816,-7.683,25.671,-3.902,1240.3,-1.25,-0.097,0.081,163.842,12.927,-71.463,561.346,214,4,0
-0.997,0.158,-0.227,-13.11,20.915,-0.366,0,-0.959,-0.151,-0.09,-14.939,3.171,18.841,0,-0.004,0.882,0.34,-4.939,6.829,14.634,462.602,-0.604,-0.173,-0.806,-12.5,-7.317,9.939,1240.3,-1.25,-0.097,0.081,24.573,-6.646,-115.732,561.346,324,4,0
-0.985,0.168,-0.258,-9.024,22.622,7.317,0,-0.996,-0.135,-0.13,-37.134,3.415,12.622,0,-0.042,0.933,0.345,0.854,3.232,21.829,462.602,-0.604,-0.173,-0.806,-14.573,-2.012,7.378,1240.3,-1.186,0.305,-0.024,-19.634,-5.305,-114.085,561.346,547,4,0
-0.985,0.168,-0.258,-0.976,27.256,13.598,0,-0.996,-0.135,-0.13,-7.561,1.707,6.829,0,-0.042,0.933,0.345,-14.695,-9.451,16.951,462.602,-0.542,-0.077,-0.862,-9.207,24.329,4.268,1240.3,-0.891,0.97,-0.036,272.683,-48.841,46.829,561.346,151,4,0
-0.964,0.226,-0.279,-12.988,31.951,15.183,0,-0.964,-0.181,-0.032,-42.683,2.256,36.159,0,-0.049,0.848,0.342,-16.524,-8.171,14.207,462.602,-0.49,-0.059,-0.832,-27.195,8.354,0.61,1240.3,-0.891,0.97,-0.036,-122.683,27.805,-0.305,561.346,-273,4,0
-0.964,0.226,-0.279,-19.451,36.037,9.39,0,-0.964,-0.181,-0.032,36.646,15.305,29.451,0,-0.049,0.848,0.342,-7.927,-2.378,11.585,462.602,-0.49,-0.059,-0.832,-30.793,39.024,-0.549,1240.3,-0.896,-0.237,-0.153,-299.207,29.573,-13.293,561.346,-394,4,0
-0.955,0.206,-0.344,3.171,42.561,4.634,0,-0.993,0.042,-0.016,-2.5,-1.037,41.829,0,0.02,0.809,0.364,-18.78,-10.122,6.22,462.602,-0.402,0.014,-0.855,-15.915,16.707,8.72,1240.3,-0.896,-0.237,-0.153,-336.463,-4.634,17.134,561.346,-69,4,0
-0.946,0.213,-0.394,24.207,72.927,9.817,0,-0.907,0.01,0.047,6.463,-6.159,38.78,0,0.027,0.74,0.351,-17.317,-2.134,6.22,462.602,-0.402,0.014,-0.855,-3.049,-0.427,13.963,1240.3,-0.754,-0.486,0.035,-196.403,-25.61,54.878,561.346,-137,4,0
-0.946,0.213,-0.394,22.927,89.817,13.78,0,-0.907,0.01,0.047,44.512,-10.366,39.756,0,0.027,0.74,0.351,-18.049,3.78,1.524,462.602,-0.349,-0.022,-0.714,-13.232,-30.976,11.037,1240.3,-0.669,-0.247,0.275,13.659,-19.512,65.732,561.346,-43,4,0
-0.872,0.202,-0.527,33.841,109.085,4.756,0,-0.811,0.186,0.073,36.524,-23.72,58.963,0,0.031,0.567,0.332,-44.817,8.354,-9.573,462.602,-0.261,-0.058,-0.619,-2.805,-17.5,10.671,1240.3,-0.669,-0.247,0.275,51.646,-9.512,52.561,561.346,-233,4,0
-0.845,0.177,-0.615,43.841,117.134,0.061,0,-0.651,0.169,0.12,9.695,-35.793,77.073,0,0.057,0.473,0.233,-45.427,32.927,6.585,462.602,-0.261,-0.058,-0.619,4.085,10.488,5.793,1240.3,-0.719,-0.162,0.334,85.793,-25.549,43.659,561.346,-171,4,0
-0.845,0.177,-0.615,45.549,124.146,-22.866,0,-0.651,0.169,0.12,-11.768,-42.622,93.171,0,0.057,0.473,0.233,-36.829,41.402,19.939,462.602,-0.32,-0.096,-0.6,-2.988,-25.183,5.793,1240.3,-0.719,-0.162,0.334,106.281,-41.89,40.366,561.346,-17,4,0
-0.585,-0.044,-0.662,31.341,141.646,-22.012,0,-0.763,0.164,0.106,-39.817,-47.683,103.537,0,-0.097,0.503,0.253,-17.561,43.963,36.402,462.602,-0.351,-0.191,-0.552,-28.171,-51.037,-5.427,1240.3,-1.022,-0.13,0.493,14.878,-102.378,10.488,561.346,195,4,1
-0.585,-0.044,-0.662,5.244,158.659,-15.366,0,-0.574,-0.047,0.038,-52.988,-38.293,101.463,0,-0.097,0.503,0.253,-13.415,29.146,43.963,462.602,-0.351,-0.191,-0.552,-49.634,-34.207,13.72,1240.3,-1.014,-0.588,0.241,-147.256,-140.488,-42.317,561.346,98,4,1
0.112,0.161,-0.782,-23.598,175.183,-18.049,0,-0.574,-0.047,0.038,-5.122,-29.085,89.451,0,-0.21,0.665,0.514,-74.817,6.524,46.28,462.602,-0.439,-0.38,-0.615,-52.622,33.72,-14.207,1240.3,-1.014,-0.588,0.241,-119.939,-165,-83.11,561.346,93,4,1
0.595,0.663,-1.126,-34.817,135.061,22.256,0,-0.311,0.398,-0.309,36.89,-17.561,95.122,0,0.127,0.615,0.823,-128.049,-34.024,47.927,56.027,-0.463,-0.525,-0.409,-50.976,-41.524,-0.183,951.83,-0.764,-0.695,-0.496,-34.146,-84.146,-71.707,2506.097,89,4,1
0.595,0.663,-1.126,-116.707,117.073,27.988,0,-0.311,0.398,-0.309,64.024,1.829,113.537,0,0.127,0.615,0.823,-175.976,-38.171,62.866,56.027,-0.463,-0.525,-0.409,-65.244,-65.061,14.146,951.83,-1.005,-0.63,-0.275,-108.415,-58.598,-127.195,2506.097,-46,4,1
-0.291,0.086,-2.793,-110.366,21.341,-9.451,0,-0.492,1.536,-0.569,-6.037,106.524,210.976,0,0.744,0.595,1.128,-263.781,-34.878,80.366,56.027,-0.43,-0.29,-0.539,-75.793,51.524,5.976,951.83,-1.005,-0.63,-0.275,-132.805,-34.756,-175.671,2506.097,107,4,1
-0.291,0.086,-2.793,-76.585,81.707,-45.793,0,-1.112,1.84,-0.884,103.171,163.781,194.268,0,0.744,0.595,1.128,-328.171,-84.329,111.768,56.027,-0.43,-0.29,-0.539,-112.683,118.72,2.5,951.83,-2.389,1.547,2.235,23.78,0.061,-52.866,2506.097,91,4,1
-0.111,0.251,-1.958,-70,152.988,25.488,0,-1.112,1.84,-0.884,159.451,189.085,176.281,0,1.763,0.083,2.079,-105.976,-256.585,158.72,56.027,-1.021,0.342,-1.666,-137.317,208.11,-23.537,951.83,-2.389,1.547,2.235,185.915,-163.293,274.39,2506.097,28,4,1
-0.326,0.521,-0.404,6.159,102.927,148.963,0,-0.961,1.726,-0.904,-35.305,23.598,99.329,0,0.472,-0.003,1.403,121.281,-303.415,157.561,56.027,-0.169,1.703,-0.375,-403.476,-111.646,159.268,951.83,-2.098,-0.069,3.131,228.232,-36.037,280.671,2506.097,152,4,1
-0.129,0.529,-0.153,-2.988,42.439,112.805,0,-0.144,0.778,-0.226,126.829,150.732,-15.671,0,0.774,-0.28,0.291,-12.378,-246.281,175.488,56.027,0.007,2.524,0.094,-160.976,-52.073,199.878,951.83,-0.704,-0.167,0.336,178.903,-111.829,190.183,2506.097,210,4,1
-0.129,0.529,-0.153,-50.549,-24.512,118.598,0,-0.375,0.993,-0.749,283.476,96.585,54.634,0,0.774,-0.28,0.291,-100.732,-224.207,118.476,56.027,0.007,2.524,0.094,-137.256,-37.5,162.378,951.83,0.107,1.398,-0.158,201.098,-68.72,146.22,2506.097,139,4,1
-0.105,0.242,-0.332,6.098,-56.524,131.89,0,-0.375,0.993,-0.749,107.866,126.342,-14.146,0,0.855,-0.606,-0.394,-100.793,-160.61,28.293,56.027,0.037,2.044,0.172,-90.427,24.939,78.963,951.83,0.107,1.398,-0.158,141.768,16.768,126.707,2506.097,184,4,1
-0.105,0.242,-0.332,49.512,-62.134,126.281,0,0.158,0.202,-0.627,-355.549,170.244,-107.866,0,0.86,-0.62,-0.408,-11.768,-61.402,-27.622,56.027,0.037,2.044,0.172,-113.963,46.89,37.073,951.83,0.235,1.036,-0.161,-26.098,35.976,118.415,2506.097,-201,4,1
0.065,0.098,-0.19,61.585,-48.598,120.61,0,0.158,0.202,-0.627,6.463,150.061,-77.805,0,0.86,-0.62,-0.408,58.049,-2.866,-24.695,56.027,-0.061,0.958,0.179,-96.829,24.573,-10.366,951.83,0.235,1.036,-0.161,-177.744,11.037,83.293,2506.097,-312,4,1
0.112,0.015,-0.095,70.976,-46.829,95,0,0.038,0.66,-0.195,235.122,88.537,-3.841,0,0.417,-0.316,-0.018,59.268,35.549,5,56.027,0.064,0.751,0.091,-50.854,30.061,-16.829,951.83,0.595,-0.701,0.172,-302.195,-7.439,1.22,2506.097,445,4,1
0.071,-0.025,-0.275,-102.927,-49.329,44.695,0,0.13,0.385,-0.394,-97.988,-97.256,13.841,0,0.288,-0.35,-0.164,62.988,73.598,8.841,56.027,0.034,0.751,0.098,7.744,30.61,-21.22,951.83,0.141,0.174,0.719,-93.049,49.695,45,2506.097,-129,4,1
0.167,-0.551,-1.807,-130.915,-75.793,48.659,0,0.13,0.385,-0.394,-75.305,-63.415,-30.671,0,0.844,-0.487,0.028,60.427,95.305,-22.195,56.027,-0.013,1.045,0.223,23.049,12.561,3.963,951.83,0.141,0.174,0.719,-5.427,96.037,41.341,2506.097,358,4,1
0.167,-0.551,-1.807,-27.439,-104.817,73.11,0,0.132,0.635,-0.972,-66.829,-41.768,-23.293,0,1.331,-0.749,0.031,-23.415,38.049,-58.476,56.027,-0.013,1.045,0.223,32.439,1.829,-3.841,951.83,-0.173,-0.297,1.675,-54.512,114.939,41.159,2506.097,328,4,1
0.505,-1.009,-2.777,208.293,-70.427,100.122,0,0.132,0.635,-0.972,-53.537,-41.768,-17.378,0,1.331,-0.749,0.031,-27.012,-14.207,-73.049,56.027,0.105,1.117,0.33,40.671,-15.732,-12.195,951.83,-0.173,-0.297,1.675,-22.073,48.72,-44.207,2506.097,1142,4,1
0.06,-0.117,-0.308,32.195,-28.659,-46.707,0,0.324,1.267,-1.292,42.012,18.537,2.073,0,1.391,-0.647,-0.024,-93.963,-50.061,-75.976,56.027,-0.105,0.983,0.219,11.585,-25.305,29.695,951.83,-0.539,-0.074,1.723,346.524,40.427,-33.841,2506.097,485,4,1
0.06,-0.117,-0.308,-102.012,-58.415,-25.183,0,0.19,0.938,-0.599,33.11,36.037,16.707,0,1.391,-0.647,-0.024,-130.549,-50.427,-52.012,56.027,-0.105,0.983,0.219,-30.183,-42.317,19.756,951.83,-0.395,1.115,0.697,153.781,-36.341,-31.768,2506.097,-2048,4,1
0.183,0.389,-1.563,-218.963,6.463,-51.159,1.774,0.19,0.938,-0.599,-78.78,-4.756,-46.402,0,0.823,-0.342,0.05,34.329,-42.073,1.463,56.027,-0.349,0.979,0.106,-37.866,-47.5,10.549,951.83,-0.395,1.115,0.697,12.561,-34.39,-8.659,2506.097,-2048,4,1
0.183,0.389,-1.563,1.89,64.146,-51.402,1.774,-0.217,0.859,-0.238,-53.476,-27.073,-57.805,0,0.693,-0.039,0.278,-27.317,57.256,-21.707,56.027,-0.225,0.99,0.036,1.037,-30.366,-6.341,951.83,-0.088,0.781,0.294,86.22,6.28,3.171,2506.097,-1252,4,1
-0.187,0.08,-0.511,52.744,42.073,-45.305,1.774,-0.217,0.859,-0.238,3.049,-1.037,-7.866,0,0.693,-0.039,0.278,-27.195,43.232,-10.732,56.027,-0.225,0.99,0.036,-2.622,-31.22,-20,951.83,-0.088,0.781,0.294,42.622,5,14.207,2506.097,-536,4,1
-0.269,-0.181,-0.977,-87.378,10.793,13.537,1.774,-0.223,0.466,-0.444,48.293,-53.293,-28.171,0,0.647,-0.005,0.066,77.073,42.195,1.829,56.027,-0.11,0.928,0.032,12.134,-14.573,-24.512,951.83,-0.228,0.38,0.787,-10.549,-5.244,21.402,2506.097,649,4,1
-0.269,-0.181,-0.977,-55.854,-6.22,-7.073,1.774,-0.224,0.537,-0.771,39.207,-34.39,-15.366,0,0.647,-0.005,0.066,93.659,44.268,-4.512,56.027,-0.11,0.928,0.032,25.549,-2.134,-17.439,951.83,-0.327,0.394,0.917,-29.878,12.073,2.683,2506.097,2047,4,1
-0.132,-0.102,-1.064,-34.878,-12.561,-39.573,1.774,-0.224,0.537,-0.771,17.012,-24.878,-4.512,0,1.123,0.026,0.099,-20.061,-18.841,-18.963,56.027,0.049,0.886,-0.041,11.463,4.329,21.22,951.83,-0.327,0.394,0.917,46.951,25.915,16.585,2506.097,1622,4,1
